beauty_title,yes_relevancy,no_relevancy
ANAJU - Dior,0.02041030861,0.9795897603
Dior курорт 2023 Мода в Испании / Стильная одежда и аксессуары,0.005683761556,0.9943162799
【DIOR】SALE購入品紹介します！40%OFFで買えましたん！！【後半CHANELのSOLDのお話も】,0.5813457966,0.4186542332
Things I want from Dior 😍⚡🖤👑♥✨💓💓#dior #jisoo #shorts,0.8035143018,0.1964856982
Luxury Dior bag unboxing #shorts #tiktok #dior #luxury #short #bag #unboxing #packaging,0.7099378705,0.2900621593
the best dior x jordan dupe,0.9779620171,0.02203801274
"En direct Grand Aréna combat Zeum vs Lat Dior, Daouda Chandwitch Mbakiyou Faye...",0.7032269835,0.2967730463
✨New✨ DIOR Limited Edition Velvet Quints!,0.5239927769,0.4760071933
Revivez L’intégralité Combat Lat Dior Vs Zeum Journée Ouzin Productions,0.9717476964,0.0282523185
[FREE] The Kid LAROI Type Beat x Iann Dior Type Beat x Juice WRLD Guitar Type Beat 2022 - Always,1.44E-05,0.9999855757
TUTTO DIOR! MI TRUCCO CON LE NOVITA' E I BEST SELLER,0.001842594589,0.9981574416
It's here (sometimes). Dior Homme Parfum - the hardest fragrance to find,0.862267375,0.1377325505
ЕГОР ШИП - DIOR | Выпускной 2020 | Парк Горького,0.4222274423,0.5777725577
Dior x Shawn Stussy Saddle bag UNPACKING & first sight / Распаковка сумки Dior Saddle,0.5510978103,0.4489022195
PAKAI BAJU ALAKADARNYA 😅 DIOR CHALLENGE #shorts #dior,0.8537703753,0.1462296396
[FREE] Iann Dior Type Beat - STILL TRYING | Free Beats,0.0001856237359,0.9998144507
Reloj Dior Corte Diamente Completo,0.003020468634,0.9969795942
Jon Bellion & Iann Dior - Sunset California Eyes (Mashup),0.01208477654,0.9879151583
Mari de Dior mbaye se défoule sur le nouveau son de sa femme SAGNSÉ,0.001619733055,0.9983803034
A BABY BLINK MET JISOO AT THE EWHA DIOR SHOW😭🤍,0.2388441265,0.7611559033
Bande-annonce DIOR ET MOI de Frédéric Tcheng,0.0004353611148,0.9995645881
Mood - 24kGoldn ft. Iann Dior Cover by Highcloud (커버),0.001501910039,0.9984980822
Dior ft. Samo ft. ID - Положение [2020],0.0006208650884,0.999379158
Why Is Christian Dior So Expensive?,0.9829531908,0.01704678684
things which  I want from DIOR 💜#blackpink #kpop #shorts #bts,0.1493413746,0.8506585956
"Jordan retro 1s Dior 32,000 dollar classic 2020 stop playing ▶️ stop ✋cappin 🤣🤣🤣🤣🤣🤣",0.9565786123,0.04342134669
Anlatim knk Dior 🦋🙈 sooyamm #keşfet #fypシ #shorts #lyrics #jisoo #sooyaaa__,0.0007196478546,0.9992803931
【mc現場直擊】Dior迪奧2018春節法式贈禮包裝,0.7069476247,0.2930524051
"Pop Smoke ""Invincible"" (Music Video)",0.4089075923,0.5910924673
Jisoo DIOR💚 #jisoo #dior #blackpinkshorts #shorts  #diorbeauty #jisooblackpink,0.7972048521,0.2027951479
BALAZUL - Mateca & Teto,0.0140468711,0.9859532118
Things I want form Dior😉#BTS#Jhope#ArmySarah,0.06641178578,0.9335881472
things I need from dior #blackpink #jisoo #dior,0.8931363225,0.1068636626
Flashing Lights – Kanye West / Pub J'adore Dior Music [Cover II by Chris .],0.0007796030259,0.9992203712
dior mu cartier mi?~#keşfetbeniöneçıkar #keşfetedüş #blackpink #jisoo #dior #fyp #fypシ,0.7017729878,0.2982271016
"Dior Celebrates International Dance Day with ""Nuit Romaine""",0.9910650849,0.008934922516
Dior【ホリデー限定色】サンククルールクチュール469【アトリエドレ】,0.4810575545,0.5189424157
DIOR / ОБЗОР РОЖДЕСТВЕНСКОЙ КОЛЛЕКЦИИ DIOR / ИДЕЯ НОВОГОДНЕГО МАКИЯЖА⁣⁣⠀,0.5512356162,0.448764354
Received the Hot summer sales of Dior,0.4427134991,0.5572864413
[TAJIMA] 時尚品牌Dior包包製作流程大公開！,0.02743064798,0.9725693464
iann dior - Love & Lose (Mind),5.20E-05,0.9999480247
Dior Haul tiktok alessandra10111,0.9974462986,0.002553702099
Dee Jaee  FT. DeeDogg DIOR,0.6389436722,0.361056298
แกะกล่อง | Unboxing My ABCDIOR Small Lady Dior ใบแรก,0.6524446011,0.3475553989
18. อ่านรหัส date code dior,0.3729200363,0.6270799637
MY FIRST DIOR,0.9913355708,0.008664419875
BIN - Dior (PRÉVIA COMPLETA),0.118553102,0.8814469576
"[FREE for PROFIT] (UPLIFTING) Juice WRLD x Iann Dior Type Beat - ""Exception""",9.05E-06,0.9999909401
BAR0NA - DIOR [Official Audio],2.71E-07,0.9999997616
"اغنية روسية مشهورة ""ديور"" اغاني تيك توك مطلوبة 2022 | DIOR - Положение - Deseven Remix",0.5062755942,0.4937244058
DIOR SADDLE BAG UNBOXING WITH DISCOUNT CODE 🖤 BLACK GRAINED CALFSKIN | IBAGSHO REVIEW! AD,0.1871349365,0.8128650784
sebene Dior,0.6628781557,0.3371217847
First look ryan garcia Dior ring outfit for Fortuna fight,0.6572225094,0.3427774608
Future - NEW DIOR,0.003538620425,0.9964613318
Estee Lauder gift with purchase at NORDSTROM 😍✨,0.9768934846,0.02310643531
Holiday Beauty Box Lancome vs Estee Lauder | Which one is better?,0.9978551269,0.002144834492
Estee Lauder ENVY Lipstick Swatches ♡ 18 Shades!,0.9946562052,0.005343831144
Estee Lauder Review | Scientist Seankbeauty,0.9968178272,0.003182115965
Good for 2022? Estee Lauder Double Wear Foundation - Cashew - on Oily/ Acne skin / in depth Review,0.9999306202,6.94E-05
Estee Lauder PerfectionistsProWrinkle Filler| Does It Work?  |Beauty Over 40,0.9993208647,0.0006791013875
FIRST IMPRESSION | Estee Lauder Stay in Place CONCEALER in Extra Deep,0.9942451119,0.005754879676
IF YOU STILL HAVEN’T TRIED THIS I DON’T KNOW FOR YOU.. my favourite trend of 2020,0.9869858623,0.01301414333
Introducing NEW Pure Color Envy Luxe Eyeshadow Quad,0.9970454574,0.002954595722
#HowTo: Natural Eye Look | Pure Color Envy Luxe Eyeshadow Quad,0.9990527034,0.0009472453385
ESTEE LAUDER DOUBLE WEAR LIP PENCIL & KISSABLE LIP SHINE TRY - ON/SWATCH & REVIEW,0.9998723269,0.0001276752737
NEW Estee Lauder Double Wear Radiant Cushion Stick FOUNDATION Demo & Review | 15 DAYS OF FOUNDATION,0.9997466207,0.0002533253864
Estee Lauder Advanced Night Repair Serum #YouTubeShorts,0.9740219116,0.02597803995
Estee Lauder Double wear VS MAC Studio Fix Review | Wear Test | Vanya,0.9972769618,0.002723040758
Estee Lauder Youth Dew - Perfume - First Impressions Review - Youth Dew 1953,0.9509224296,0.04907758906
ESTEE LAUDER CHRISTMAS 2021 BLOCKBUSTER GIFT SET UNBOXING | Emma Swann,0.982398212,0.01760174893
Estee Lauder Company | Stock Analysis | Luxury Stock NO. 1,0.8940204382,0.1059795171
"Estee Lauder unboxing haul with swatches, new eye quad 2022",0.9997751117,0.000224902833
Estée Lauder Beauty Box | 2021 Blockbuster Set,0.9929553866,0.007044693921
ESTEE LAUDER || One Brand Makeup Tutorial || Over 50 Makeup,0.9998476505,0.0001523056562
NEW! ESTEE LAUDER MATTE & GLOW BRONZING TRIO,0.9943625927,0.005637448747
Estee Lauder Holiday Gift Set 2020 | Better Than Last Year...?,0.9895033836,0.01049661171
Lo Mejor de Estée Lauder.,0.4122786522,0.5877213478
How Leonard Lauder (Estee Lauder) Made Billions,0.938134253,0.06186577305
CHANEL ULTRA LE TEINT FOUNDATION VS. ESTEE LAUDER DOUBLE WEAR FOUNDATION | Review & Wear Test!,0.9997184873,0.0002814946347
Testing ESTEE LAUDER Double Wear SHEER Long Wear Foundation on Acne Textured Skin,0.999556005,0.0004439516342
NEW ESTEE LAUDER BEAUTIFUL MAGNOLIA INTENSE VS ORIGINAL PERFUME REVIEW | Soki London,0.997816205,0.002183732111
Full Face of Estēe Lauder + 2021 Holiday Blockbuster Set Review,0.9984357953,0.001564143691
ADVANCED NIGHT REPAIR SYNCRONIZED MULTIRECOVERY COMPLEX ESTEE LAUDER｜El más vendido a nivel mundial,0.002295848913,0.9977042079
Estee Lauder makeup real vs fake. How to spot fake Estee Lauder foundation and,0.9997871518,0.000212900748
ESTEE LAUDER DOUBLE WEAR FOUNDATION ON COMBINATION SKIN,0.998839438,0.001160606509
MAC Studio Fix Fluid vs. Estee Lauder Double Wear | Battle of the Full Coverage Foundations,0.9872142076,0.01278572623
NEW ESTEE LAUDER WONDERS LUXURY COLLECTION PERFUME REVIEW | Soki London,0.9990956783,0.0009043205646
Working at Estee Lauder Companies,0.9333853722,0.06661465764
Cómo aplicar tu Advanced Night Repair - Estée Lauder,0.2723850608,0.7276149392
NEW ESTEE LAUDER DOUBLE WEAR SHEER VS DOUBLE WEAR FOUNDATION REVIEW!,0.9997500777,0.0002498897084
Jeffree Star exposes Estee Lauder!,0.9607303143,0.03926972672
Estee Lauder Holiday Blockbuster 2021 - Is It Worth $550,0.9966806769,0.003319337731
БИТВА ПРОДУКТОВ: Estee Lauder Double Wear VS Catrice HD,0.9945098162,0.005490114912
Estee lauder|Cremas Antiedad|Cuidado de la Piel 30 año y mas.|Nady,0.000256082596,0.9997438788
FULL FACE/ESTÉE LAUDER/BEAUTY OVER 50,0.9815199375,0.01848003827
ESTEE LAUDER DOUBLE WEAR STAY-IN-PLACE FOUNDATION SPF10 6W1 | BEST LUXURY FOUNDATION | byalicexo,0.9995455146,0.0004544389085
Estee Lauder Double Wear Sheer Foundation| Review & Wear Test| Fall Makeup Look| Carmen Antoche,0.9998015761,0.0001984302071
ESTEE LAUDER MINI WINTER NUDES (LIPSTICKS) + BIRTHDAY GIFTS,0.997404635,0.002595328027
【2021】新品测评：Estee Lauder Double Wear Sheer Foundation,0.9912336469,0.008766313083
ESTEE LAUDER DOUBLEWEAR FOUNDATION DUPE!! ONLY 10.00!,0.9941441417,0.005855820142
NEW ESTEE LAUDER DOUBLE WEAR SHEER | BETTER THAN OG DOUBLE WEAR?,0.999053061,0.0009469656507
ESTEE LAUDER LUNAR NEW YEAR MAKEUP COLLECTION 2022.. Would an Asian American Buy It? | PART 3,0.99970752,0.000292480574
Estee Lauder Advanced Night Repair Serum Review,0.9842355251,0.01576440781
Estee Lauder Gift with Purchase 2022 – Review of 7 Piece Gift Set,0.9993306398,0.0006693628966
"""THE ESTĒE SLAUGHTER"" - How Estee Lauder Ruins Brands // PART 1",0.390809536,0.6091904044
The New Estee Lauder Pure Color Whipped Matte Lip Color | Try On + Review,0.9998064637,0.0001935491309
Estee Lauder Advanced Night Repair | Ulta Beauty,0.9894602299,0.01053974219
Estee Lauder Revitalizing Supreme Eye Gelee Review | lusterings,0.9906567335,0.009343263693
NEW Too Faced Born This Way 24hr Matte vs Estee Lauder Double Wear | Comparison and Wear Test!,0.9987955093,0.001204486587
ESTEE LAUDER FUTURIST HYDRA RESCUE/OVER 40,0.6192765236,0.3807235062
TỨC TƯỞI VÌ SERUM 2 TRIỆU RƯỠI 😪  | Bốc mẽ sự thật về Serum phục hồi da Estee Lauder ❗❓,0.9762926102,0.02370737679
ESTÉE LAUDER FUTURIST HYDRATING RESCUE FOUNDATION REVIEW,0.9970529079,0.002947031055
"Гид по Estee Lauder, все о косметике и уходе, отзывы",0.02749267407,0.972507298
I tried NEW Estee Lauder Advanced Night Repair Serum (3 Major Ingredient Changes) #skincare,0.9974529147,0.002547072945
My 5-minute MAKEUP + the NEW Estee Lauder ANR Serum | corallista,0.9995934367,0.0004065318208
Estee Lauder Day Wear,0.9922101498,0.007789900061
LO MEJOR DE ESTEE LAUDER / ESTEE LAUDER SET PROMOCIONAL 2021 / BLOCKBUSTER COLLECTION,0.9988915324,0.001108459779
Estee Lauder Double Wear Foundation Review | Good Foundations for Dark Skin | Laurina Machite,0.9998288155,0.0001711909572
"""Bóc Phốt"" Bộ MỸ PHẨM 15 TRIỆU trên LAZADA - Estee Lauder Có TỐT Như LỜI ĐỒN?!",0.2673633397,0.7326366901
My Night Care Routine with Estee Lauder (in HINDI) | corallista,0.9564843774,0.0435156785
#HowTo: Smokey Eye Look | Pure Color Envy Luxe Eyeshadow Quad,0.9975848198,0.002415115479
Estee Lauder Unboxing #esteelauder #video #unboxing #beauty #beautysupply #skincare  #2021 #makeup,0.9980535507,0.001946492121
Estée Lauder | RESEÑA | creo que me equivoqué un poco de tono 😐 por fin después de 5 años la probe 🎉,0.001931093168,0.9980688691
Estee Lauder Advanced Night Repair Serum إستي لودر أدفانسد نايت ريبير سيروم,0.8556331992,0.1443668157
ESTEE LAUDER NEW PERFECTIONIST PRO BRIGHTENING TREATMENT REVIEW!!!,0.9988464117,0.001153562218
ESTEE LAUDER  DOUBLE WEAR vs MAXIMUM COVER|BASES DE MAQUILLAJE PIEL GRASA ♥BeautybyNena,0.9941136241,0.005886342842
NEW Estee Lauder Pure Color Envy Lipstick Wonders Holiday Collection,0.999556005,0.0004439184268
Estee Lauder Advanced Night Repair Eye Supercharged Complex,0.9946210384,0.005378975067
Estee Lauder Advanced Night Repair Synchronized Recovery Complex review in detail | RARA |,0.9845201373,0.01547980029
Estee Lauder commercial 1985,0.9389124513,0.06108757108
"JPMorgan research analyst Teixeira's top stock picks: Coca-Cola, Olaplex, Estee Lauder",0.9795844555,0.02041556127
Estee Lauder - Crescent White,0.3900294602,0.6099705696
Dillard's offers a free Estee Lauder gift with a purchase of $39.50,0.9965364933,0.003463489236
ESTEE LAUDER FUTURIST HYDRA RESCUE MOISTURIZING MAKEUP,0.9972840548,0.002715992741
NAJBOLJI PUDER 🤔ESTEE LAUDER FUTURIST ✨,0.0997286886,0.9002712965
Estee Lauder Advanced Night Repair Serum Review | Estee Lauder Skincare Review | Dr. Nivedita Dadu,0.9996849298,0.0003150491975
"Beautiful SHEER foundation! ❤️ Estee Lauder Double Wear Sheer, demo and review",0.9996675253,0.0003325221769
AS GOOD AS EVERYONE SAYS?  | ESTEE LAUDER DOUBLE WEAR 5 DAY WEAR TEST | TAKE FIVE,0.9968286157,0.003171319608
ESTEE LAUDER Double Wear vs. new DIOR FOREVER MATTE Foundation | Foundation Battle,0.9995111227,0.0004888992407
1 Brand Tutorial: Estee Lauder,0.9986031651,0.001396823209
WEAR TEST | Estee Lauder Double Wear (6w2 Nutmeg) Kevyn Aucoin & BlackUp | Crystal Olisa,0.9983539581,0.001646125689
Happy Friday! Hear Me Roar! 🐯,0.01441754028,0.9855824709
Review and Comparison- Estee Lauder Double Wear VS MAC Pro Longwear,0.9981595874,0.001840451499
Косметика Estee Lauder || Как наносить тон?,0.9375270009,0.06247299537
Fenty Pro Filt'r Vs Estee Lauder Double Wear Foundation,0.9989917874,0.00100825273
"BASE E CORRETIVO ""DOUBLE WER"" ESTÉE LAUDER",0.9907557368,0.009244265035
Estée Lauder Foundation * BASE * Omg 😍,0.9960476756,0.003952289931
ESTEE LAUDER BLOCKBUSTER 2021 SET REGALO DI NATALE 🎁,0.9511289001,0.04887102544
Best Foundation for Mature Skin | ESTEE LAUDER Futurist Hydra Rescue SPF 45,0.9988244176,0.001175574027
"TOP SẢN PHẨM ĐÁNG MUA NHẤT CỦA ESTEE LAUDER | MUA 1 TẶNG 1 | SERUM, KEM MẮT ĐỈNH CAO!",0.9919652939,0.008034761064
ESTEE LAUDER BEAUTY UNBOXING 2021 | PLUS SIX FREE GIFTS WITH PURCHASE,0.9989879727,0.00101201504
Estee Lauder - Day Wear.,0.9656111598,0.03438885882
Full Face of Brands You Didn't Know Were Owned by Estee Lauder,0.9974119067,0.002588077681
REVIEW: Estee Lauder Perfecting Loose Setting Powder... DOES IT FLASHBACK?!,0.9995026588,0.0004973194445
ESTEE LAUDER🥂 Великая Есте Лаудер и УХОД БРЕНДА,0.0207316149,0.9792683721
ESTEE LAUDER ANR X5 Water Demo Darker Skintone,0.9713636637,0.0286363177
TESTING THE NEW ESTEE LAUDER DOUBLE WEAR FOUNDATION! // MyPaleSkin,0.9994895458,0.0005103811854
Kendall Jenner Best Estée Lauder Commercials,0.9975697398,0.002430205233
IT COSMETICS CC CREAM VS ESTEE LAUDER FUTURIST HYDRA RESCUE,0.9969275594,0.003072498599
Probé 1 MES SERUM ADVANCED NIGHT REPAIR y esto es lo que pasó. Productos Icónicos.,0.004010495264,0.9959895015
Estee Lauder Holiday Blockbuster 2021 - Is It Worth Your Money?,0.9982872605,0.001712757978
ESTEE LAUDER SUMPTUOUS NUDES EYESHADOW PALETTE,0.9945588708,0.005441104062
**NEW**  😱 ESTEE LAUDER Futurist Hydra Rescue Moisturizing Makeup SPF 45 FIRST IMPRESSIONS REVIEW,0.9993081093,0.0006919301813
SEPHORA Inspira: Preparação de pele com Estée Lauder,0.4191438854,0.5808561444
Estee Lauder Double Wear Stay-in-Place Makeup  ريفيو فاونديشن(كريم اساس) إستي  لودر,0.997545898,0.002454108559
GET READY WITH ME X ESTEE LAUDER,0.999288559,0.0007114079199
Reseña del Esteé Lauder Advanced Night Repair Serum,0.9139256477,0.08607438207
Estee Lauder Foundation Pump,0.9985073209,0.00149268948
Estee Lauder Gift With Purchase,0.9815126657,0.01848733053
PASO A PASO: REINICIA LA PIEL,9.75E-05,0.9999024868
Сыворотка от Estee Laude - творит чудеса! Advanced Night Repair.,0.8464161754,0.1535838395
Estée Lauder UK | Introducing The New Smokey Eye,0.9965033531,0.003496706253
Estee Lauder Double Wear Foundation review full day wearing a mask review,0.9997078776,0.0002921037958
Best Estee Lauder Women's Fragrances 2021 - Buying Guide,0.9982047081,0.001795269665
Estee Lauder Blockbuster 2021-2022!,0.8696112037,0.1303887963
Estee Lauder LIP REPAIR POTION REVIEW,0.9977179766,0.002282022266
Estee Lauder Night Ritual with Affi Assegaf,0.8004755974,0.1995244026
"NEW MAKEUP REVIEW & TUTORIAL // Estee Lauder, Embryolisse, Fresh & more",0.9991487265,0.0008512479253
Estee Lauder The Night is Yours - Night Skincare,0.9910235405,0.008976494893
Foundation Battle: Estee Lauder doublewear vs Too faced-Born this way. My thoughts.,0.9705967903,0.02940324321
Estee Lauder Knowing (perfume) advert 1990,0.03039047495,0.9696095586
ESTEE LAUDER DOUBLE WEAR VS B&M AND PRIMARK DUPES | Review and comparison,0.9820050001,0.01799492352
ESTEE LAUDER - Comment appliquer le sérum ADVANCED NIGHT REPAIR ?,0.9765774608,0.02342250757
Estee Lauder-Paulina Porizkova compilation 2015,0.9934745431,0.00652543176
"Becoming a Beauty Advisor for Estee Lauder: Interview process, first day",0.9977764487,0.002223524265
ESTEE LAUDER DAY WEAR MATTE MOISTURIZER PRODUCT REVIEW AND DEMO,0.9981374741,0.001862566685
"I tried Popular Skincare- Estee Lauder serum, Pixi glow tonic, Clinique, Face Shop, Laniege #india",0.9995077848,0.0004922403023
ESTEE LAUDER DOUBLE WEAR VS. LOREAL INFALLIBLE FRESH WEAR | FOUNDATION COMPARISON,0.9978727102,0.002127314219
ESTEE LAUDER DOUBLE WEAR FOUNDATION REVIEW | FULL COVERAGE FOUNDATION,0.9997573495,0.000242689639
NYC 🇺🇸 Estee Lauder Headquarters Interior Design,0.9720002413,0.02799979784
ESTEE LAUDER PURE COLOR WHIPPED MATTE LIP COLOR | LIP SWATCHES,0.9997503161,0.0002496723027
Cô 3 review dưỡng ẩm Estee Lauder,0.9927137494,0.007286249194
Estee Lauder Double Wear Foundation Review (Oily Skin) | Christian Layese,0.9989578724,0.001042096061
TARTE Amazonian clay VS Estee Lauder Double Wear!|Foundation Wars!,0.9977775216,0.002222524025
Estee Lauder Beyond Paradise ad 2004,0.9791855216,0.0208144486
【粉底实测】也太好用了吧！雅诗兰黛保湿粉底| ESTEE LAUDER HYDRA RESCUE| 干皮救星,0.6615752578,0.338424772
"Current Favorites! (Hair, Make Up, Skincare & Fragrance) | lusterings",0.9930000305,0.006999922451
ESTEE LAUDER ADVANCED NIGHT REPAIR SERUM DUPE MISSHA TIME REVOLUTION NIGHT REPAIR AMPULE,0.9894311428,0.01056888886
Estee Lauder Advanced Night Repair Eye Serum Review,0.9967556596,0.003244279185
THE SUMMER LOOK PALETTE l BRONZE GODDESS AZUR l Estee Lauder l Look locochon y basico l Yasmin Khan,0.9969457984,0.003054162953
NEW Estee Lauder Limited Edition Lips In Bloom Pure Color Envy Lipstick Collection,0.998042345,0.001957669156
CUIDADO DE LA PIEL ESTEE LAUDER | SKINCARE ESTEE LAUDER REVIEW | IZA,0.9984488487,0.001551080961
Beautiful perfume- Estee-Lauder (with 'you are beautiful' song).wmv,0.2871969342,0.7128030062
ESTEE LAUDER GWP 2021 – 8-PIECE GIFT SET VALUED AT OVER $225 AT DAVID JONES....#ESTEELAUDER #GWP #DJ,0.9800097346,0.01999024302
Estee Lauder Advanced Night Repair Eye Mask and Mask-in-Oil Demo,0.9984235764,0.001576456008
EMPRESA de COSMETICO que DOMINA el MUNDO ( HISTORIA de ESTEE LAUDER),3.40E-05,0.9999660254
PASO A PASO: LOOK DE MAQUILLAJE,0.01455848478,0.9854414463
Estee Lauder 29 Beauty Essentials 2021,0.9988001585,0.001199799124
ESTEE LAUDER: ADVANCED NIGHT REPAIR EYE CONCETRATE MATRIX,0.9829388857,0.01706111059
ESTEE LAUDER | Gift with Purchase | Dillard's | Summer 2020,0.9758405089,0.02415944636
"ESTEE LAUDER NO BR | base e corretivo Double Wear, ainda amo? | o que tenho e compraria? | dicas",0.08908222616,0.9109177589
La verdad de ESTEE LAUDER: ingredientes revelados,0.6240233183,0.3759767115
تجربتي مع fond de tain estée lauder double wear,0.9592491388,0.04075081646
FULL COVERAGE SPRING MAKEUP (Estee Lauder Double Wear Maximum Cover Camouflage Makeup),0.9999563694,4.36E-05
7 Days Challenge • ESTEE LAUDER Advanced Night Repair ❤️❤️❤️ review | tagalog,0.9980857372,0.001914229244
TRY ON Estee Lauder PURE COLOR LOVE Collection,0.9976165295,0.002383520594
Estee Lauder Pure Color Envy Review and Swatches,0.998468101,0.001531841583
ESTEE LAUDER Pure Color Envy[#223 Candy]💋🍇🍒,0.9852090478,0.01479092333
ЛУЧШАЯ ТОНАЛЬНАЯ ОСНОВА?🤔 // НОВЫЙ ТОН ОТ ESTÉE LAUDER FUTURIST,0.0310470555,0.9689528942
แนะนำครีมแก้มอิ่ม เติมเต็มร่องลึกโซนสำคัญบนใบหน้าจาก ESTÉE LAUDER,0.9798230529,0.02017691359
Estee Lauder Pleasures Intense Review,0.9964325428,0.003567415988
REVIEW ESTEE LAUDER DOUBLE WEAR (2018) | ¡Mi base favorita!,0.998529315,0.001470621442
Estee Lauder skincare & Makeup set/Gift set 2021,0.9992870688,0.0007129696896
TOP 10 от Estee Lauder. Это стоит попробовать,0.2613521218,0.7386478782
Review of The Estee Lauder Double Wear Foundation On Dark Skin,0.999558866,0.0004411679693
A CHEGADA DA ESTÉE LAUDER NO BRASIL + RESENHA + TUDO SOBRE A COMPRA DA THE ORDINARY,8.02E-05,0.9999198914
Estee Lauder Double Wear Custom Coverage Correcting Duo Review,0.9747675657,0.0252324678
Advanced Night Repair Eye Supercharged Complex｜¿Lo recomiendo? Contorno ojos Estee Lauder,0.984521687,0.01547838468
My Skincare Routine in Tamil / Estee Lauder USA(A Luxury Brand) Review | USA Tamil Vlog,0.7427195311,0.2572804391
"Phân biệt Thật - Giả Serum Estee Lauder ( Origins- Fake)
#authfake #esteelauder",0.9017809629,0.09821907431
TEST 12 H - Estee Lauder Double Wear - Czy się sprawdzi ?,0.700653851,0.2993460596
ТОНАЛЬНЫЕ ESTÉE LAUDER| ОБЗОР И СРАВНЕНИЕ! КАКИЕ УХОДЯТ С РОССИЙСКОГО РЫНКА? + НОВИНКА DW SHEER,0.01100771409,0.9889923334
Estée Lauder haul the best beautiful products /shop with style shop products,0.9991436005,0.0008563786396
Обзор лучших продуктов Estée Lauder 2021/ДНК-Бренда,0.6102982759,0.3897017837
"KNOWING ESTEE LAUDER PERFUME‼️ Un placer, no apto para todas...",0.127144441,0.8728555441
"Estee Lauder🔹СЫВОРОТКИ, КРЕМЫ, МАСКИ 🔸Ретинол, кислоты, пептиды",0.9666498899,0.0333500728
NAJLEPSZY tint jaki ostatnio przetestowałem! Estēe Lauder Double Wear Sheer Long-Wear Makeup,0.9987946749,0.001205290551
Estee Lauder Advanced Night Repair - NEW and IMPROVED! AD,0.9788903594,0.02110963687
Estee Lauder Beautiful Gabriella Wilde,0.9896407723,0.01035921648
Pruebo durante 30 días el Serum de Estee Lauder Advance Night Repair,0.2852191031,0.7147809267
Full Face Of ICONIC Brands- Clinique Estee Lauder Lancome Chanel MAC | Risa Does Makeup,0.9998950958,0.0001049353014
ТЕХНОЛОГ О КОСМЕТИКЕ. Сыворотки для лица. Estee Lauder и аналог Secret Key.,0.2936046422,0.706395328
Huda beauty faux filter v/s estee lauder double wear foundation | foundation comparison,0.9999399185,6.01E-05
ESTEE LAUDER Advanced Night Repair Serum | Burçin,0.9830631018,0.01693686657
ESTEE LAUDER ADVANCED NIGHT REPAIR,0.9477362633,0.05226377398
Estee Lauder Double Wear Foundation | Best Shade for Indian Skintone | Waysheblushes,0.998542428,0.001457612729
ESTEE LAUDER FUTURIST HYDRA RESCUE | 12H TEST + RECENZJA,0.6949044466,0.3050955236
ESTEE LAUDER HOLIDAY BLOCKBUSTER 2020 COLLECTION,0.9948177934,0.005182231776
Meilleur fond de teint pour peaux grasses? Double wear Estee Lauder!,0.9768010378,0.02319894359
"ESTEE LAUDER, ONE BRAND MAKEUP TUTORIAL, 2018",0.9994596839,0.0005403102259
"Estee Lauder Double Wear Brush-on Glow BB Highlighter Korektor rozświetlający 2,2ml 1C Light",0.9959859252,0.004014073871
Estee Lauder Double Wear Powder Foundation #beauty,0.9991956353,0.0008043867419
[KOREAN DUPES] Estee Lauder Advanced Night Repair VS Missha Time Revolution Night Repair Ampoule,0.9587657452,0.04123427719
Estee Lauder Double Wear Maximum Cover Foundation Review,0.9988901019,0.001109857694
Pearl of the week| ✴️ESTEE LAUDER DOUBLE WEAR $8!!! Burlington| Makeup Tutorial,0.9975491166,0.002450890141
I'll Do Yo Makeup with Estee Lauder Products Only 🇺🇸❄️ (ASMR),0.989340961,0.01065901574
REVIEW: Estee Lauder Revitalizing Supreme+ || Moiustizer mahal apa worthed dengan manfaatnya?,0.9921947718,0.007805197965
Estee Lauder Pure Color Envy Matte Lipstick #120 Irrepressible Mini Tutorial | Melissa Chee,0.9986496568,0.001350339968
El suero ideal para tu tipo de piel,0.02313793078,0.9768621325
Estee Lauder Double Wear Foundation VS Dior Forever Undercover Foundation | Bernie Bianca Belles,0.97342062,0.02657939866
ТОН DOUBLE WEAR ОТ ESTEE LAUDER. СТРЁМ ИЛИ НОРМ?,0.2479648292,0.7520352006
[ENG SUB] รองพื้นเอสเต้ ESTEE LAUDER Stay-in-Place Makeup Foundation | Jena Jena Makeup,0.999004066,0.0009959432064
Estee Lauder Double Wear Foundation | First Impression | Hatice Schmidt,0.9970579147,0.002942130202
RESENHA: BASE ESTEE LAUDER DOUBLE WEAR | NÃO TRANSFERE!! 😱✨,0.8837000728,0.1162999496
Routine SOIN ET MAQUILLAGE ESTÉE LAUDER,0.9866281152,0.01337185875
Estee Lauder Double Wear sheer Long-wear makeup Review + wear test | Glory's Blogs,0.9998524189,0.0001475238678
What high-end foundation is the best? | CLINIQUE | ESTEE LAUDER | LANCOME,0.9961508512,0.003849182744
😜👍TRUCOS  del serum ESTEE LAUDER💥💥,0.06203351542,0.9379665256
Estee Lauder Futurist lepszy niż Charlotte Tilbury Beautiful skin ?,0.9977285266,0.002271437785
Estee Lauder - Knowing is all,0.9475124478,0.0524876155
ESTEE LAUDER SKIN CARE REVIEW ( REVIEW DƯỠNG DA CỦA ESTERLAUDER) - VIỆT SUB || 2NVIDEO,0.9989113808,0.001088619232
